page,eng,twi
208,it is enough!,edɔsɔ
208,it is enough! (neg.),ennɔsɔ
208,sufficiency,nea esɔ
208,sufficiency,edɔsɔ
208,sufficiency,edu
208,suffocate,siu mene
208,suffocation,menesiu
208,sugar,asikere
208,sugarcane,afwereu
208,sugarcane,afweree
208,wild sugarcane,fwereu
208,wild sugarcane,fweree
208,suggest,hye nyansã
208,suggest,tirim
208,suicide,ahɔkum
208,suicide by shooting,atúbó
208,to commit suicide,di nehɔ̃ dɔm
208,to commit suicide,gyene nehɔ̃
208,suicide (by hanging),sɛn ne mene
208,suicide (by shot),bɔ túo
208,suit,fata
208,suit,ko yiye
208,suite,kyerepɛn
208,suite of a Chief,ohene gyaasefo
208,suite of a Chief,aheṅkwã
208,suite of a fetish,abo sɔnkwã
208,suitor,nea osɛre ade
208,suitor (wooer),nea osɛre obã aware
208,suitor (wooer),obisa n'ase
208,suitor (jud.),nea wasãmãnã obi
208,sulkiness,anim-kum
208,sulkiness,an. mῦna
208,sullen,mῦna or kum anim
208,sullen,anim amῦna
208,sullen (phr.),wamῦna ahye me
208,sulleness,animkum
208,sully,ye fĩ
208,sully,pɔtɔ
208,sully,biri
208,sully,gu..hɔ fĩ
208,sultan,ńkrãmohéne
208,sum,ano
208,sum,ntoano
208,sum-up,bu
208,summary,ńkɔntã
208,summary,úṅwuma horo ńkàbom
208,summer,ahɔhurubere
208,summit,atifĩ
208,summit,sɔnsrɔn
208,summon,hyia
208,summon,fre
208,summon (jud.),sãmãnã
208,summon (euph.),bi poṅ so
209,summons,nhyia
209,summons,ofre
209,summons,sãmãnãnhōma
209,sun,oẅia
209,sun,aẅia
209,sun-beams,oẅia nsesẽe
209,sun-bow,nyãnkōntōn
209,sun-halo,kōntōṅküröẅi
209,sun-light,oẅia-hãṅn
209,sun-light,aẅia
209,sun-set,atgė
209,sun-set,oẅiatgė
209,sun-rise,apuei
209,sun-rise,oẅiapuei
209,sun-shade,asoẅia
209,sun-shade,akataẅia
209,sun-shine,aẅia
209,Sunday,Kwasida
209,Sunday (male person born on),Akwasi
209,Sunday (female person born on),Akosua
209,Sunday-offering,kwasidatō
209,Sunday-school,kw. asũae
209,sundries,nneema-horo
209,dealer in sundries,opēwadifo
209,sundry-man,opēwadifo
209,sundry-man,obatani
209,sunny,hărãṅn
209,sunny,hyènhyèṅṅ
209,sunny,nea oẅia bọ họ
209,sunny,ẹda aẅia ano
209,sunshade,akataẅia
209,sunshade,asoẅia
209,sup,fẹu
209,sup,taforo
209,superb,nea wofẅẹ a ẹnfẅẹ
209,superb,kōṅkrōmmaṅ
209,supercilious,n'ani tra ne nṭoṅ
209,supercilious,oyẹ ahōkyere
209,superficial,anianidé
209,superficial-work,aniani-orebinebidẅúma
209,superficially,aniani
209,superficially,fã-né-fã
209,superficially,ebi-nè-bi
209,to cover superficially,"nyĩnánnyĩnam (ani, so, mu)"
209,superfluity,tāmu
209,live in superfluity,di tāmu
209,superfluity (fig.),mmoroso
209,superfluity (fig.),ntraso
209,superintend,fẅẹ
209,superintend,di.so
209,superintendent,ofẅéfo
209,superior,nea ekyẹṅ
209,superior,edẹṅ só
209,superior,opanyiṅ
209,superior (he is my superior),me p. ne no
209,superiority,ṅkyẹṅso
209,supersede,gu ase
209,supersede,sãṅ
209,supersede (jud.),tue mmăra
209,supersede (dismiss),pam (fi adẅumam')
209,supersede (dismiss),tu (dibea) so
209,supper,aṅẅummeduaṅ
209,supper-time,aṅẅ.adidibere
209,supplement,ntaremu
209,supplement,ṅkāhō
209,supplement,mmatahō
209,supplement (bĕrease so),bĕrease so
209,supplicate,koto sẹre
209,supplicate,sẹre ahō
209,supplication,ṅkóto
209,supplication,ṅkotosẹre
209,supply,mă
209,supply,de mă
209,supply,hyẹ nsam
209,supply,tẅa ohĩa mu
209,support,boa
209,support,gyina akyi
209,support,tẅeri
209,support,sum
209,support,wau
209,support (encourage),hyẹ..deṅ
209,support (encourage),hyẹ mpãmdẹṅ
209,support (encourage),baniṅha
209,support (by food),bọ akoṅhãma
209,support (by food),fẅẹ obi
209,support,oboa
209,support,gyina
209,support,akyidua
209,support,mūdua
209,support (encouragement),deṅ-hyẹ
209,support (encouragement),baniṅhahyé
209,support (by food),akoṅhãmabo
209,support (by food),aduaṅmă
209,supporter,oboafo
209,supporter,okyigyinafo
209,supporter,aduaṅmãfo
209,suppose,susu
209,suppose,(ẹ)yẹ (me) sẹ
209,sure,nea ẹwom'ampa
209,surely,wonim ampa
209,surely,nokware
209,surely,ampa-ara
209,sure (he is of her faithfulness),onim ne tirim
209,surety,a(ka)gyinam
209,surety,di
209,surety,akabaso
209,surety,di
209,surf,asorokye
209,surge,awóro
210,surface,ani
210,surface,so
210,surface,hɔ
210,surface,nsuani
210,surfeit,didi ṅkwaseam
210,surfeit,didi tra so
210,surfeit,nɔm-
210,surfeit,di adibāra
210,surgeon,odu(ru)yɛfo
210,surname,mmāraṅ
210,surname,nsābraṅ
210,surpass,seṅ
210,surpass,kyeṅ
210,surpass,boro (so)
210,surpass,tra (so)
210,surpass,buṅkam (so)
210,surpass,deṅ (so)
210,surprise,tō hye or gu so
210,surprise,tua
210,surprise,patu
210,surprise,ṅwoṅwā
210,surprise,ntua
210,surprise,mpatusra
210,surrender,de..hɔ mã
210,surrender,daṅ mã
210,surrender,bɔ
210,surrender,bɔ bósom
210,surround,twa hɔ hyia
210,surround,--si
210,surround,bɔ hɔ kontoṅkroṅ
210,surround,--dantabaṅ
210,surround,bɔ hɔ mfamfiá
210,surround,di..barehyia
210,survey,fwe
210,survey,gyeṅ
210,survey,gyeṅ ani fwe
210,survey,fwe so
210,survey,susu (asase)
210,survey,ofwe
210,survey,osrafwe
210,survey,asase-susu
210,survey,mu kyekye
210,surveying,asase-susu nè mu-kyekye hɔ nimdee
210,surveyor,adwuma (biara) or nsase so fwefo
210,surveyor,opiafo
210,surveyor,osrabefwe
210,surviver,(owu) oykikafo
210,surviver,owunnyafo
210,suspect,susu(obi) hɔ bɔne
210,suspend,seṅ (so)
210,suspend,bɔ..to hɔ
210,suspend,tu so
210,suspend,pem ase
210,suspension,osenseṅ
210,suspension,mmotoho
210,suspension,mpemase
210,suspension,ntuso
210,suspicion,anibɔne
210,suspicion,osusumã
210,suspicion,osusukã
210,suspicious,oṅhũ or onnim ne tirim
210,sustain,sum
210,sustain,wau
210,sustain,tweri
210,sustain,di boa
210,sustain,yèṅ
210,sustain,bɔ akoṅhãma
210,sustain,mĩa ani hũ
210,sustain,di yare no
210,sustain,wodi mmoa
210,sustain,nṅoboa
210,sustain,hĩafwɛ
210,sustainer,oboafo
210,sustainer,aduaṅfwɛfo
210,sustainer,oyèṅfo
210,sustainer,akoṅhãmabɔfo
210,sustainer,omanehunufo
210,sustenance,nea wode fwɛ nehɔ
210,sustenance,nea wodidi so
210,sustenance,wode trã ase
210,swab,popa
210,swab,twũ
210,swab,twi (daṅ)
210,swag,dèṅ so
210,swag,seṅ
210,swagger,hoahoa nehɔ
210,swagger,yɛ ahu-pɔ
210,swagger,ahɔkyerɛ
210,swags-man,nea owia brb. toṅ
211,swallow,mene
211,swallow,memmene
211,swallow,asɔ̃mfã̃
211,swallow,asonomfɔ̃
211,swallower,adidifúrum
211,swallower,adipũ
211,swamp,aṭekyé
211,swamp,dèṅkyedèṅkye
211,swamp,dòntori
211,swamp,As. dotoyaṅ
211,swampy,ṭàkā
211,swampy,ṭàkataka
211,swampy,dòṭō
211,swap,sesã
211,swap,sene
211,swap,di nsesãgũa
211,swap,tu or pam...
211,swap,nsesãgũa
211,sward,prako or boyā were
211,swarming,mãyã-mãyã
211,swarming,piti-piti
211,swarming,pepé
211,sway,wo or nyã..so tumi
211,sway,di..so
211,sway,him
211,sway,hinhim
211,sway,tumi
211,sway,sodi
211,sway,ahenui
211,sway,ahim
211,sway,di ah
211,swear,kã
211,swear,ntám
211,sweep,pra
211,sweep,prapra
211,sweep,popa
211,sweepings,ṅwura
211,sweepings,dódó
211,sweet,de
211,sweet,dẹdé
211,sweet,bɔróbɔró
211,sweet,fẽmfẽnẽm
211,sweet,frẽmfrẽm
211,sweet,hũamhũam
211,sweet,fwãmfwãm
211,sweeten,mã eye frẽmfrẽm
211,sweeten,de
211,sweeten,gu mu asikere
211,sweetness,ọde(u)
211,sweetness,ohũam
211,sweetness,ahɔ̃ofe
211,sweetness,sikadé
211,swell,hɔ̃n
211,swell,soa
211,swell,pũn
211,swell,punu
211,swell,pumpũn
211,swell,apudũ
211,swell,yiri
211,swell,pram
211,swelling,ọhɔ̃n
211,swelling,ọsoá
211,swelling,nsoae
211,swerve,mãṅ
211,swerve,fɔ̃m(kwaṅ)
211,swerve,kyini
211,swift,harehare
211,swift,fwĩmfwĩm
211,swift,sɔrɔsɔrɔ
211,swift,ohareso
211,swift,ntem
211,swim,guare
211,swim,boro asu
211,swimmer,nea onim guare
211,swimmer,osuguarefo
211,swindler,ọsatofo
211,swindler,ọsapẽ
211,swine,prako
211,swine,boyā
211,swing,tō dɔṅkó
211,swing,odɔṅkó
211,swinge,fwé
211,swinge,kã mpire
211,swinge,mmã
211,swish,fa
211,swish,dọte
211,swish,ye or wou dọte
211,swish,fádáṅ
211,swish,fábáṅ
211,switch,abā
211,switch,mmā
211,switch,di abā
211,switch,fwé
211,switch,kã..mmã
212,"swoon, v.",to piti
212,"swoon, v.",to berau
212,"swoon, v.",ani so biri
212,"swoon, v.",(e)twàre (no)
212,"swoon, n.",pitito
212,"swoon, n.",berauto
212,"swoop, v.",(to pounce on) tō si..so
212,"swoop, v.",(-down) mene
212,"swoop, v.",Ak. mẽṅ
212,"sword, n.",ṅkránté
212,"sword, n.",afō
212,"sword, n.",afãṅ
212,"sword, n.",a-kōfãṅ
212,"sword, n.",tàta (ṅkrante anofãnú)
212,"sword-bearer, n.",ofōasoafo
212,"sword-bearer, n.",ofōafo
212,"syllable, n.",asɛmfua-fã
212,"symbol, n.",sɛṅkyerɛṅe
212,"symbol, n.",(creed) gyidikãsɛm
212,"symmetry, n.",ṅkyekyɛm a ebi nṅeṅ
212,"sympathise, v.",hũ mã..
212,"sympathise, v.",te mã..
212,"sympathy, n.",mmɔborohunu
212,"sympathy, n.",ahũ-mɔbo(ro)
212,"sympathy, n.",timɔbo
212,"symptom, n.",cf. sign
212,"symptom, n.",..hõ sɛṅkyerɛṅe
212,"symptom, n.",(-of sickness) nea wofwɛ de hũ or de to yare diṅ
212,"synod, n.",ṅhyiamkɛse
212,"synod, n.",(districts-) amantam-ṅhyiam
212,"synonym(e), n.",nsɛm abieṅ a ne ṅkyerɛase sɛ or aguam
212,"syntax, n.",okasa tórodō hõ nimdeekyerɛ
212,"syringe, n.",bɛntoà
212,"syringe, n.","apply a-, bọ"
212,"syrup, n.",cf. sirup
212,"system, n.",akwaṅso-akwaṅso adeyo
212,"system, n.",ṅhyehyɛe
212,"Tabernacle, n.",ntamadaṅ
212,"Tabernacle, n.",osésé
212,"Tabernacle, n.",pl. a.
212,"Tabernacle, n.","dim., asesewá"
212,"table, n.",opoṅ
212,"table, n.",didipoṅ
212,"table, n.",adwumpoṅ
212,"tabor, taboret, n.",mpintíṅ
212,"tact, n.",(fig.) ahõfwɛso
212,"tact, n.",nyansã
212,"tail, n.",dùa
212,"tail, n.","cow's-, (used as ornament) ahúgyá"
212,"tail, n.",bodua
212,"tailor, n.",opamfo
212,"tailor, n.",a(ta)depamfo
212,"take, v.",gye
212,"take, v.",fa
212,"take, v.",..de
212,"take, v.",kura
212,"take, v.",kita
212,"take, v.",so mu
212,"take, v.",kyere
212,"take, v.",yi
212,"take-back, v.",saṅ fa
212,"take-back, v.",gye
212,"take-allies, v.",gye adɔm
212,"take-(a city) by storm, v.",kō fa
212,"take-away, v.",yi
212,"take-away, v.",fa
212,"take-away, v.",twɛ
212,"take-away, v.",de(fa)..kɔ
212,"take-away, v.",yi ho
212,"take-down a roof, v.",pa daṅ so
212,"take-from, v.",gye..nsam
212,"take-from, v.",pa
212,"take-off, v.",yi(so)
212,"take-off, v.",de(fa)..kɔ
212,"take-off, v.",tëu so
212,"take-off, v.",tëu mu
212,"take-off, v.",pa
212,"take-off the loin cloth, v.",tu amõase
212,"take-out, v.",yi (mu)
212,"take-out, v.",tu
212,"take-out, v.",gye
212,"take-up, v.",gye
212,"take-up, v.",mã so
212,"take-up, v.",kukuru
212,"take-up, v.",tase (so)
212,"take-up (a heavy load), v.",tàm (adesoa)
212,"take-up (phr. we will- up the facts in question one after another), v.",me nè wo bɛtase so
212,"take-the reverse, v.",bọ..abirá
212,"tale, n.",asɛm
212,"tale, n.",asɛmma
212,"tale, n.",asɛṅkekãe
212,"tale, n.",anansesɛm
212,"tale-teller, n.",anans.tofo
212,"tale-bearer, n.",otékofó
212,"tale-bearer, n.",ofákonefábáfó
212,"tale-bearer, n.",asíeberennyà
212,"tale-bearer, n.",osi as. or oyɛ os--fó
212,"tale-bearer, n.",atéakosewa
212,"tale-bearer, n.",óyè at.
212,"tale-bearer, n.",kwasiàmaṅkwá
212,"tale-bearer, n.",óyè kw.
212,"talent, n.",adwɛne
212,"talent, n.",odõm-akyɛde
212,"talent, n.",(coin) (tetefo) dwetikɛse bi
212,"talisman, n.",sumãṅ bi
212,"talk, v.",kasa
212,"talk, v.",bọ ṅkɔmmo
212,"talk, v.",sɛmɔde
212,"talk, n.",okasa
212,"talk, n.",ṅkɔmmo
212,"talk, n.",osɛmɔdé
212,"talk, n.",asɛṅkekãe
212,"talk, n.",abaṅsosɛm
212,"talk, n.",(rumour) nsise
212,"talk, n.",akwaṅmusɛm
212,"talk, n.",(hearsay) atésɛm
213,talkative,kūro
213,talkative,bīrébīré
213,talkative,berèberę
213,talker,okasafo
213,tall,tenteṅ
213,tall,kaṅkră-mãnyaṅ
213,tall,kakamapã
213,tall,pánfweṅṅ
213,tall,páṅkraṅ
213,tall,tòtǒròtǒ
213,tall,ware
213,tall,Ak. wa
213,tall,oware sē
213,tallow,abórówòṅṅǔá
213,tallow,srade
213,talon,awěreu
213,talon,abówěre
213,tamarind,bōrofo sǒṅkòrãṅ
213,tambourine,mpintíṅ
213,tame,dwo
213,tame,hō dwo
213,tame,ani dwo
213,tame,dwudwo
213,tameness,odwo
213,tameness,anidwo
213,tan,hye (ṅhǒma)
213,tangent,nsensane a epem dantaṅ
213,tangle,bakyebakyé
213,tank,nsu-abura
213,tanner,ṅhǒmahyefo
213,tap,pěreu
213,tap,bore
213,tap,tī..hō
213,tap,bo(amãne)
213,tape,bámma
213,tape,běň
213,tar,amã
213,tardiness,ahǒtwětěwé
213,tardiness,ogǒm
213,tardy,berēō
213,tardy,nyã
213,target,botae
213,target,okyem
213,tarnish,ye fī
213,tarnish,gu..hō fī
213,tarry,di (nuansã)
213,tarry,kye
213,tarry,twěṅ
213,tarry,twěntwěṅ(naṅ) ase
213,tarry,pokye
213,tarry,bo sònsoṅkú
213,tarry,nam gyàbégyàbé
213,task,adwuma
213,tassel,(atade ano) dwō
213,taste,kà or so fwę
213,taste,kà ano
213,taste,te
213,taste,tie
213,taste,odéte
213,taste,agreeable-
213,taste,odé
213,taste,anom kum
213,taste,nsã-kã-anó
213,tasteful,ye de
213,tasteful,ye akoṅno
213,tasteless,titrī
213,tasteless,tóbǔrō
213,tasteless,tobǔrobō
213,tasteless,wǒ
213,tasteless,tówǒ
213,tasteless,tabau
213,tasteless,ye mfìṅ
213,tasteless,kum anom
213,tastelessness,anomkum
213,tatou,epra
213,tatter,ntamago
213,tatter,sunsǔane or tetěu (mu)
213,tattle,kasa papa
213,tattle,ano ye bīrébīre
213,tavern,ahǒhodaṅ
213,tavern,ahǒhosoee
213,tax,otō
213,tax,amánne
213,tax,akwánne
213,tax,afrihyiatō
213,tax,otogyefo
213,tax,otoyi-fo
213,tax,yi or di tō
213,taxation,atōgye
213,taxation,akwannegye
213,taxation,bobo
213,tea,tī
213,tea,tī-kope
213,tea,tī-kǔrúwa
213,tea,tī-ketere
213,teach,kyere
213,teach,kyerekyere
213,teach,kasa kyere
213,teacher,okyerekyerefo
213,team,(mmoa) mpãmhǒ
213,tear,nisu
213,tear,nusu
213,tear,abu ne koṅ
213,tear,tere or tetere no
213,tear,n'aniwa pǒropǒro nsu
213,tear,těu
213,tear,tete
213,tear,sǔane
213,tear,sunsǔane
214,tease,yi mfẽfẽwa
214,tease,gyigye
214,tease,huna
214,tease,hunahuna
214,telegram,akyiri - or hãmakyere-ṅhõma
214,telegram,hãma-mănă-ńh
214,telegraph,hãma
214,telegraph,akyiri - or hãma-kyereŋfo
214,telegraph,kà hãma
214,telegraphy,akyirikyereŋ
214,telegraphy,hãma-kyereŋfo
214,telephone,hãmakasafo
214,telephone,akyirik-
214,telescope,kyékyí
214,telescope,kyikyi
214,tell,kà kyere
214,tell,se
214,tell,kaṅ
214,tell,keṅkaṅ
214,tell,bu ano
214,teller,okãfo
214,teller,okeṅ-
214,temper,bo huru
214,temper,ani bere
214,temper,ani ye hye
214,temper,onseṅ ne werem
214,temperance,anidaho
214,temperance,ahõtua
214,temperance,ahõtuafo or nsãtuafo-feku
214,tempest,ahum
214,tempest,mframadeṅ
214,tempest,ntua
214,tempest,mansõ
214,tempest,amanehunu
214,temple,asoredaṅ
214,temple,asorefi
214,temple,asóntorem
214,temporary,nna tiã bi
214,temporary,nea eṅkye
214,temporary,adatam
214,tempt,so..fwę
214,tempt,gyigye
214,tempt,dãdã
214,temptation,sofwę
214,temptation,nnyigye
214,temptation,nnãdã
214,temptation,odãdãfo
214,tempter,osófwéfo
214,tempter,ogyigyefó
214,ten,edu
214,tenth,nea ótò só or ótĩa du
214,thousand,òpédu
214,millions,opèpédu
214,tend,weṅ
214,tend,sra
214,tend,bū
214,tend,sõm
214,tend,gyigye
214,tend,fwę
214,tend,fwefwę
214,tend,ani kyere
214,tendency,nea kwaṅ kyere
214,tendency,kwaṅkyere
214,tendency,ase
214,tendency,botae
214,tender,bètę
214,tender,bòdò
214,tender,dãmã
214,tender,hòrohoro
214,tender,nyãmõ
214,tendo Achillis,ntiṅkese
214,tendon,ntiṅ
214,tendon,ntini
214,tent,ntamadaṅ
214,tent,ebū
214,tepid,lukewarm
214,term,ohyé
214,term,adahye
214,term,nnyinasosęm
214,term,kã
214,term,wokã
214,term,me né no kã
214,term,yeṅkã
214,term,bo
214,term,wobo
214,term,o-nè me bo
214,term,fre
214,term,to..diṅ
214,terminate,twã ohye
214,terminate,twã so
214,terminate,twã
214,terminate,sã
214,termite,mfote
214,termite,mf. siu
214,terrible,hõ ye hũ
214,terrible,ahũboa
214,terrify,yi hũ
214,terrify,yi ahĩ
214,terrify,bo píru
214,terrify,tu bo
214,terrify,bo birim
214,terrify,toyám
214,terrify,wabirikyi
214,terrify,ne kōma apae ne yam
214,terrify,úketeṅkété akita or akyère no
214,terror,ehũ
214,terror,ahõḍwiri
214,terror,ahũde
214,terror,ahõḍwiride
214,test,so fwę
214,test,twã sika fwę
214,testament,sãmansé
215,testicle,afwẽabo
215,testicle,fweawabo
215,testify,di adanse
215,testimony,adanse
215,testimony,adansesem
215,tetrach,ománsiṅhene
215,text,nyitohosem
215,text,asem
215,texture,ntontaṅ
215,texture,ade-ṅwene
215,texture,ananse-ntámmá
215,than,seṅ
215,than,kyeṅ
215,thank,da ase
215,thank,aguare
215,thank,hyira..so
215,thank,tu..aseṅ mu ntoa
215,thank,wommeda no ase
215,thank,asedá
215,thank,aguarema
215,thankful,da ase
215,thankful,wo aye
215,thankfulness,asedá
215,thankfulness,aye
215,that,no
215,that,eno
215,that,nea
215,that,se
215,that,nea ebeyɛ na
215,thatch,kuru daṅ so
215,thatch,bua (so)
215,the,no
215,theatre,afwɛe
215,theatre,agorofwɛe
215,thee,wo
215,thee,w'
215,theft,awi
215,theft,kroṅ
215,theft,akrommo
215,theft,wia
215,theft,bo kroṅ
215,their,woṅ
215,their,yeṅ
215,their,woṅ de
215,their,dea
215,them,woṅ
215,them,woṅ ara
215,them,woṅ ankasa
215,them,woṅhõ
215,theme,asem-ti
215,theme,asentiti
215,then,afei
215,then,eno ansã na
215,then,eno na
215,then,enna
215,then,eno akyi
215,then,akyiri no
215,then,da no
215,then,ebere no
215,then,eho no
215,then,ehobere no
215,thence,efi sã da no ara
215,thence,efi ho ara
215,thence,eno nti
215,theocracy,Onyame-tumidi
215,theology,onyamekyere
215,there,eho
215,there,nom
215,there,do
215,there,dohã
215,there,ehonom
215,there,eno akyi
215,there,akyiri no
215,there,enti
215,there,eno nti
215,there,eyi
215,these,yi
215,these,eyinom
215,they,woṅ
215,they,yeṅ
215,they,wo
215,they,wɛ
215,they,ye
215,thick,pipri
215,thick,durudúru
215,thick,kesé
215,thick,pikãpikã
215,thick,a mire as
215,thick,as a meal-pap
215,thick,dontori p
215,thick,se abüro-mpampá
215,thick,kùsū
215,thick,kàbī
215,thick,bo
215,thick,pẽa
215,thick,piu
215,thick,fū
215,thick,bua kusū
215,thick,kyere
215,thick,da
215,thicket,odoto
215,thicket,ahabaṅ
215,thicket,kwae
215,thickly,cf. closely
215,thickness,pipripi
215,thickness,emu duru
215,thickness,kusū(yɛ)
215,thief,oẅifo
215,thief,okromfo
215,thigh,osérè
215,thigh,atāso
215,thigh,dwoṅku
215,thimble,timere
215,thin,fétefetɛ
215,thin,hãmahãma
215,thin,hátā
215,thin,hatahata
215,thin,téatẽa
215,thin,trátrã
215,thin,foṅ
215,thine,wo
215,thine,de
215,thine,dea
216,thing,ade
216,thing,adee
216,thing,ade
216,thing,nnewa
216,thing,nneɛma
216,thing,asem
216,thing,adebone
216,thing,asɛmmone
216,thing,asɛmmone
216,think,dwen
216,think,dwene
216,think,susu(tirim)
216,think,bo tirim (po)
216,think,dwen ho
216,think,kae
216,think,ani wo so
216,third,nea otia
216,third,oto so abiesa
216,third,mmiensa
216,third,mpɛrensa
216,third,nkyem-abiesa
216,third,biako
216,thirst,sukom
216,thirst,nni
216,thirst,sukom de
216,thirst,sukom
216,thirst,menewam wo
216,thirteen,edumiensa
216,thirty,aduasa
216,this,oyi
216,this,eyi
216,this,yi
216,this,adi = ade yi
216,this,ni = ne yi
216,thither,eho
216,thither,doha
216,thither,ehonom
216,thither,fam
216,thorn,nsoe
216,thorn,kasae
216,thorn,nnuare
216,thorn,ofwirem
216,thorny,nsoe-nsoe
216,thoroughly,kora
216,thoroughly,pe
216,thoroughly,pepepe
216,thoroughly,fe
216,thoroughly,fefefe
216,thou,wo
216,though,kansese
216,thought,adwene
216,thought,tirim
216,thought,tirim-asem
216,thought,nsusui
216,thoughtless,nea onnwene asem
216,thoughtless,oye asobi
216,thoughtless,annibi-annaso
216,thousand,apem
216,thrash,poro
216,thread,hama
216,thread,asawa
216,thread,ntama a emu ahaha
216,thread,adidi
216,thread,adidistika
216,thread,adidi-pa
216,thread,sina
216,thread,pane
216,thread,nhene
216,thread,nam
216,thread,nwa
216,threat,ateɛtɛe
216,threat,mpo
216,threaten,tɛetɛe
216,threaten,ye haehae
216,threaten,popo obi
216,threaten,bo koko
216,three,esa
216,three,nsa
216,three,abiesa
216,three,mmiensa
216,three,basa
216,three,toro
216,three,simpoa
216,threshing,awiporoe
216,threshing,awiporo-ade
216,threshing,firi
216,threshold,abobo-ano
216,threshold,ponase
216,threshold,aponnua-ase
216,thrice,mpen abiesa
216,thrice,mpɛrensa
216,thrift,mfaso
216,thrift,siade
216,thrift,yiyedi
216,thriftiness,ani-kaase
216,thriftiness,nkoso
216,thrifty,ani ka ase or fam
216,thrifty,kyee..nneɛma so
216,thrill,fwiro mu
216,thrill,fiti
216,thrill,wose
216,thrill,ayise pini obi
216,thrive,ko so
216,thrive,ye
216,thrive,di yiye
216,thrive,feu
216,thrive,fefeu
216,throat,konmu
216,throat,mene
216,throat,menewa
216,throat,menase da
216,throat,dawa
216,throne,ahennua
216,throne,ahennwa
216,throng,kyere so
216,throng,ketekete
216,throng,pepepe
216,throng,pitipiti
216,throng,nkyereso
216,throttle,mene
216,throttle,wa
217,throttle,bo abomporowa
217,throttle,bu koṅ mu
217,throttle,posa menewa
217,through,fa mu
217,through,nti
217,through,korā
217,throw,to
217,throw,tō
217,throw,sum
217,throw,bo
217,throw,pa
217,throw,yi
217,throw,tō kyene
217,throw,tō..gu
217,throw,fwe ase
217,throw,kā..gu
217,throw,fwe fam
217,throw,gu
217,thrust,bo
217,thrust,kā
217,thrust,mĩa
217,thrust,siu
217,thrust,pete
217,thrust,pem
217,thrust,fwiro
217,thrust,wo(u)
217,thumb,kokūrobeti
217,thump,de ṅkontimmā
217,thump,apori-bā boro
217,thump,pem obi
217,thunder,oprannā
217,thunder,oprannā bom’ bobom’
217,thunderbolt,Onyame abonua
217,Thursday,Yaoda
217,Thursday,Yào
217,Thursday,Yā
217,thus,sa
217,thus,sā
217,thus,se
217,thus,sē
217,thus,ne sā nti
217,thy,wo
217,thy,woara
217,thy,woaṅkasa
217,thy,wohō
217,tick,sõmmóre
217,tick,hadw̌u
217,tick,dw̌ie
217,ticket,ehõ kwaṅmā
217,ticket,akwanya ṅhõma
217,tickle,nũnũ
217,tickle,tītĩ
217,tickle,wanũnũ mè mã màseré
217,tide,epo (nsu) hǔaṅ
217,tide,tw̌ē
217,tide,epo ye mã
217,tidy,kámà
217,tidy,fréṅkyěmm
217,tidy,fefe
217,tidy,guaṅṅ
217,tidy,ehõ tw̌a
217,tie,kyekye
217,tie,kyekyere
217,tie,kā..bom’
217,tie,sǐaba (ntama)
217,tie,mantam
217,tie,sã (a-berekyi n. a.)
217,tiger,cat
217,tigernut,atádw̌é
217,tighten,mĩa (mu)
217,tighten,yere
217,tile,tayā
217,tile,hyefo
217,till,de
217,till,ko
217,till,ba
217,till,kā
217,till,pem
217,till,si
217,till,so
217,till,de-ko
217,till,de-kosi
217,till,du
217,till,pem
217,till,kā
217,till,sõ
217,till,de-ba
217,till,de-besi
217,till,na..ansā
217,till,"do(u) (asase, afu)"
217,tiller,odoufo
217,tiller,okuafo
217,timber,dua
217,timber,nnua
217,timber,unannua
217,timber,mpuraṅ
217,timber,mpunaṅ
217,timbersow,ṅhǔn-hūnii
217,time,adagye(u)
217,time,bere
217,time,mmere
217,time,eda
217,time,doṅ
217,time,peṅ
217,time,mpeṅ
217,time,ahoro
217,time,prèkõ
217,time,peṅkoro
217,time,mpeṅ abieṅ
217,time,mpěrennu
217,time,mpeṅ abieṣā
217,time,mpěreṅsā
217,time,doṅ ahẽ (or seṅ) ni
217,time,mpeṅ (ahoro) beběrē
217,time,anadw̌ofābere
217,time,aṅw̌ummere
217,time,anopa (bere)
217,time,adidii-bere
217,time,adidiikyiri
217,time,tete
217,time,bere
217,time,bēme
217,time,nteredē
218,timid,ohũfo
218,timidity,ehũ
218,tin,sãnyã
218,tin,kânkyẽ
218,tinder,mfahũ
218,tinge,hye
218,tinge,hye
218,tinge,kã aduru
218,tingle,gyigye
218,tingle,asõm ye yoṅṅ
218,tiny,keteketewa
218,tip,ano
218,tip,fwètì
218,tippled,bõ nsã
218,tippled,watia beréu sò
218,tire,hye obere
218,tire,guaṅ hõ
218,tire,ha(u)
218,tired,bere
218,tired,to
218,tired,pa abau
218,tired,afono(no)
218,tiredness,obere
218,tiredness,abaupa
218,tithe,ntoso du
218,title,dibea diṅ
218,title,mměraṅ
218,title,nsãběraṅ
218,tittle-tattle,toatoa nsem
218,tittle-tattle,twa ṅkurodo
218,tittle-tattle,ano ye berébere
218,tittle-tattle,bétebete
218,to,de ko
218,to,de ba
218,to,ṅkyeṅ
218,to,odi akoṅèabá
218,to,akosaṅ
218,to,aforo siãṅ
218,to,ahyemfiri
218,to,odi akrosimado
218,toad,apõṅkyereṅ
218,toad,kwaease-sonokese
218,toast,tōtō
218,toast,kyere nsã
218,toast,mã tiri-ṅkwã
218,toast,pae
